"outcome","race","age","relationship","sex","marital_status"
1," Black",33," Unmarried"," Female"," Divorced"
0," White",69," Not-in-family"," Female"," Never-married"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",31," Unmarried"," Female"," Separated"
0," White",34," Wife"," Female"," Married-civ-spouse"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Male"," Never-married"
1," White",54," Husband"," Male"," Married-civ-spouse"
1," White",47," Husband"," Male"," Married-civ-spouse"
0," Black",24," Unmarried"," Female"," Never-married"
1," White",52," Husband"," Male"," Married-civ-spouse"
0," Amer-Indian-Eskimo",20," Own-child"," Male"," Never-married"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",45," Unmarried"," Female"," Separated"
0," White",29," Not-in-family"," Male"," Separated"
0," White",47," Unmarried"," Male"," Divorced"
0," White",24," Own-child"," Male"," Never-married"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Male"," Never-married"
1," White",37," Husband"," Male"," Married-civ-spouse"
0," White",27," Not-in-family"," Female"," Never-married"
1," White",29," Wife"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Male"," Never-married"
0," White",36," Unmarried"," Female"," Divorced"
0," White",58," Not-in-family"," Female"," Never-married"
0," White",26," Husband"," Male"," Married-civ-spouse"
1," White",65," Husband"," Male"," Married-civ-spouse"
1," White",57," Husband"," Male"," Married-civ-spouse"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," White",27," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Male"," Never-married"
0," White",21," Own-child"," Female"," Never-married"
0," White",29," Not-in-family"," Male"," Never-married"
0," White",18," Own-child"," Male"," Never-married"
1," White",52," Husband"," Male"," Married-civ-spouse"
0," White",57," Not-in-family"," Male"," Divorced"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",55," Wife"," Female"," Married-civ-spouse"
1," White",60," Not-in-family"," Male"," Never-married"
1," White",31," Husband"," Male"," Married-civ-spouse"
0," White",23," Own-child"," Female"," Never-married"
0," White",27," Own-child"," Male"," Never-married"
0," Amer-Indian-Eskimo",23," Unmarried"," Female"," Never-married"
1," White",42," Husband"," Male"," Married-civ-spouse"
0," White",25," Not-in-family"," Male"," Never-married"
0," White",49," Not-in-family"," Female"," Never-married"
0," White",32," Not-in-family"," Male"," Never-married"
0," White",19," Own-child"," Male"," Never-married"
0," White",60," Not-in-family"," Female"," Divorced"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",35," Not-in-family"," Male"," Never-married"
0," Black",48," Unmarried"," Female"," Never-married"
1," White",51," Husband"," Male"," Married-civ-spouse"
0," Amer-Indian-Eskimo",29," Not-in-family"," Male"," Never-married"
0," Black",36," Not-in-family"," Male"," Separated"
0," White",17," Own-child"," Female"," Never-married"
0," White",52," Not-in-family"," Female"," Divorced"
0," White",24," Not-in-family"," Male"," Never-married"
0," White",24," Husband"," Male"," Married-civ-spouse"
0," White",26," Own-child"," Male"," Never-married"
0," White",27," Own-child"," Female"," Never-married"
0," White",39," Own-child"," Male"," Never-married"
0," Black",30," Husband"," Male"," Married-civ-spouse"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",52," Husband"," Male"," Married-civ-spouse"
1," White",46," Husband"," Male"," Married-civ-spouse"
0," White",23," Own-child"," Female"," Never-married"
0," Black",45," Not-in-family"," Female"," Widowed"
0," Black",65," Unmarried"," Female"," Widowed"
0," White",29," Husband"," Male"," Married-civ-spouse"
0," White",47," Unmarried"," Male"," Married-spouse-absent"
0," Black",30," Own-child"," Male"," Never-married"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," White",38," Husband"," Male"," Married-civ-spouse"
1," White",33," Husband"," Male"," Married-civ-spouse"
1," White",49," Husband"," Male"," Married-civ-spouse"
0," Black",47," Unmarried"," Female"," Never-married"
0," Black",49," Unmarried"," Female"," Separated"
1," White",43," Husband"," Male"," Married-civ-spouse"
1," Black",30," Wife"," Female"," Married-civ-spouse"
0," White",58," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Female"," Never-married"
0," White",21," Not-in-family"," Male"," Never-married"
1," White",33," Husband"," Male"," Married-civ-spouse"
0," White",47," Husband"," Male"," Married-civ-spouse"
1," White",52," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Male"," Divorced"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",21," Own-child"," Male"," Never-married"
1," White",36," Husband"," Male"," Married-civ-spouse"
0," White",31," Husband"," Male"," Married-civ-spouse"
1," White",50," Not-in-family"," Male"," Separated"
0," White",31," Unmarried"," Female"," Divorced"
0," White",71," Husband"," Male"," Married-civ-spouse"
0," White",58," Husband"," Male"," Married-civ-spouse"
1," White",30," Husband"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Male"," Never-married"
0," White",24," Other-relative"," Male"," Never-married"
1," Asian-Pac-Islander",35," Husband"," Male"," Married-civ-spouse"
0," White",38," Not-in-family"," Female"," Separated"
0," White",27," Own-child"," Female"," Never-married"
0," Asian-Pac-Islander",29," Unmarried"," Female"," Never-married"
0," White",70," Unmarried"," Female"," Widowed"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",44," Husband"," Male"," Married-civ-spouse"
1," White",43," Husband"," Male"," Married-civ-spouse"
1," Black",44," Husband"," Male"," Married-civ-spouse"
0," White",35," Not-in-family"," Male"," Never-married"
0," White",27," Not-in-family"," Male"," Never-married"
0," White",43," Not-in-family"," Male"," Never-married"
0," White",20," Not-in-family"," Female"," Never-married"
1," White",42," Unmarried"," Female"," Divorced"
0," White",27," Husband"," Male"," Married-civ-spouse"
1," Black",42," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",20," Own-child"," Female"," Married-spouse-absent"
0," White",24," Not-in-family"," Male"," Never-married"
0," White",48," Not-in-family"," Male"," Divorced"
0," White",17," Own-child"," Female"," Never-married"
0," White",17," Own-child"," Male"," Never-married"
1," White",33," Husband"," Male"," Married-civ-spouse"
1," White",50," Husband"," Male"," Married-civ-spouse"
0," White",22," Own-child"," Female"," Never-married"
0," White",17," Own-child"," Male"," Never-married"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Male"," Never-married"
0," White",58," Not-in-family"," Male"," Widowed"
0," White",29," Own-child"," Male"," Never-married"
1," White",37," Husband"," Male"," Married-civ-spouse"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," Black",23," Unmarried"," Male"," Separated"
0," White",18," Own-child"," Female"," Never-married"
0," White",34," Not-in-family"," Female"," Divorced"
0," White",66," Not-in-family"," Male"," Never-married"
0," White",45," Wife"," Female"," Married-civ-spouse"
0," White",41," Not-in-family"," Male"," Never-married"
0," White",26," Other-relative"," Male"," Never-married"
0," White",54," Husband"," Male"," Married-civ-spouse"
0," Black",24," Own-child"," Female"," Never-married"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Male"," Never-married"
0," White",23," Not-in-family"," Female"," Never-married"
0," White",25," Other-relative"," Male"," Never-married"
1," White",35," Not-in-family"," Male"," Never-married"
1," White",31," Husband"," Male"," Married-civ-spouse"
0," White",30," Own-child"," Female"," Never-married"
0," White",19," Own-child"," Female"," Never-married"
0," White",36," Not-in-family"," Male"," Never-married"
0," White",31," Unmarried"," Female"," Widowed"
0," White",21," Own-child"," Male"," Never-married"
0," White",31," Husband"," Male"," Married-civ-spouse"
1," White",46," Unmarried"," Female"," Divorced"
1," White",44," Own-child"," Female"," Divorced"
0," Black",40," Husband"," Male"," Married-civ-spouse"
0," Black",45," Not-in-family"," Male"," Never-married"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",18," Other-relative"," Male"," Never-married"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," Black",36," Unmarried"," Female"," Divorced"
0," White",36," Not-in-family"," Male"," Separated"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",36," Unmarried"," Female"," Divorced"
0," Black",31," Unmarried"," Female"," Separated"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Female"," Never-married"
0," White",22," Own-child"," Female"," Never-married"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," White",33," Not-in-family"," Male"," Never-married"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",29," Not-in-family"," Male"," Never-married"
1," White",50," Husband"," Male"," Married-civ-spouse"
1," White",42," Husband"," Male"," Married-civ-spouse"
1," White",43," Not-in-family"," Male"," Never-married"
0," White",44," Wife"," Female"," Married-civ-spouse"
0," White",20," Not-in-family"," Female"," Never-married"
0," White",31," Husband"," Male"," Married-civ-spouse"
1," White",65," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Female"," Never-married"
0," Asian-Pac-Islander",55," Not-in-family"," Female"," Divorced"
0," White",26," Husband"," Male"," Married-civ-spouse"
0," White",25," Own-child"," Female"," Never-married"
0," Black",45," Wife"," Female"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," Black",36," Not-in-family"," Female"," Never-married"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," Black",56," Unmarried"," Female"," Widowed"
1," White",42," Husband"," Male"," Married-civ-spouse"
0," White",19," Other-relative"," Female"," Never-married"
0," White",55," Husband"," Male"," Married-civ-spouse"
1," White",42," Not-in-family"," Female"," Never-married"
0," White",26," Own-child"," Male"," Never-married"
0," White",17," Own-child"," Male"," Never-married"
1," White",42," Wife"," Female"," Married-civ-spouse"
1," White",55," Husband"," Male"," Married-civ-spouse"
0," Black",32," Own-child"," Female"," Never-married"
0," Black",29," Own-child"," Male"," Never-married"
0," White",46," Husband"," Male"," Married-civ-spouse"
1," White",29," Husband"," Male"," Married-civ-spouse"
0," White",22," Unmarried"," Male"," Never-married"
0," White",58," Husband"," Male"," Married-civ-spouse"
0," White",23," Unmarried"," Male"," Never-married"
0," White",39," Not-in-family"," Male"," Never-married"
0," White",27," Own-child"," Male"," Never-married"
1," White",54," Husband"," Male"," Married-civ-spouse"
0," White",33," Not-in-family"," Female"," Never-married"
1," White",46," Wife"," Female"," Married-civ-spouse"
0," Black",37," Not-in-family"," Male"," Never-married"
0," White",36," Not-in-family"," Female"," Never-married"
1," White",59," Wife"," Female"," Married-civ-spouse"
0," White",34," Unmarried"," Male"," Divorced"
1," White",53," Husband"," Male"," Married-civ-spouse"
1," White",51," Not-in-family"," Male"," Never-married"
0," White",32," Unmarried"," Female"," Separated"
0," White",31," Other-relative"," Male"," Married-spouse-absent"
0," White",22," Wife"," Female"," Married-civ-spouse"
0," White",47," Not-in-family"," Female"," Divorced"
0," White",32," Not-in-family"," Male"," Never-married"
0," White",26," Not-in-family"," Female"," Never-married"
0," White",37," Not-in-family"," Male"," Separated"
0," White",31," Unmarried"," Male"," Divorced"
1," White",37," Wife"," Female"," Married-civ-spouse"
0," White",55," Not-in-family"," Male"," Never-married"
0," White",23," Not-in-family"," Male"," Divorced"
0," White",36," Unmarried"," Female"," Divorced"
0," White",34," Husband"," Male"," Married-civ-spouse"
1," White",43," Husband"," Male"," Married-civ-spouse"
0," White",54," Not-in-family"," Male"," Never-married"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Female"," Never-married"
1," White",40," Husband"," Male"," Married-civ-spouse"
0," White",41," Husband"," Male"," Married-civ-spouse"
1," Other",40," Not-in-family"," Female"," Never-married"
0," Black",42," Not-in-family"," Female"," Divorced"
0," White",61," Husband"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Male"," Never-married"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," White",21," Not-in-family"," Female"," Never-married"
1," White",48," Husband"," Male"," Married-civ-spouse"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Male"," Never-married"
0," White",23," Not-in-family"," Female"," Never-married"
1," White",60," Husband"," Male"," Married-civ-spouse"
0," Black",22," Other-relative"," Male"," Never-married"
0," White",61," Husband"," Male"," Married-civ-spouse"
0," Black",25," Not-in-family"," Male"," Never-married"
1," White",46," Not-in-family"," Male"," Never-married"
1," White",43," Husband"," Male"," Married-civ-spouse"
0," White",43," Not-in-family"," Male"," Divorced"
0," Black",24," Own-child"," Male"," Never-married"
0," White",68," Unmarried"," Male"," Never-married"
0," White",31," Unmarried"," Female"," Divorced"
0," White",17," Own-child"," Female"," Never-married"
1," White",32," Husband"," Male"," Married-civ-spouse"
0," White",50," Other-relative"," Male"," Married-spouse-absent"
1," White",33," Husband"," Male"," Married-civ-spouse"
1," White",64," Husband"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Male"," Never-married"
0," White",30," Own-child"," Female"," Separated"
0," Black",22," Own-child"," Male"," Never-married"
0," White",43," Not-in-family"," Male"," Divorced"
0," White",22," Own-child"," Male"," Never-married"
0," White",17," Own-child"," Male"," Never-married"
0," White",47," Wife"," Female"," Married-civ-spouse"
0," White",41," Not-in-family"," Female"," Never-married"
1," White",56," Husband"," Male"," Married-civ-spouse"
0," White",64," Husband"," Male"," Married-civ-spouse"
1," White",47," Husband"," Male"," Married-civ-spouse"
0," White",48," Unmarried"," Male"," Never-married"
